"LAST.NAME","FIRST.NAME","DOB","POB","SSN","SEX","STREET.NUMBER","STREET.NAME","VOTER.REG.DATE","PARTY"
"MERCADO","SEAN","30767","CALIFORNIA","619-08-5671","MALE",NA,NA,2003-04-08,"UNDECLARED"
"PEARSON","MAX","30276","CALIFORNIA","292-59-4303","MALE",NA,NA,2003-04-08,"UNDECLARED"
"COODEY","RICK","29220","ALDERWOOD","993-46-7990","MALE",3080,"SCHNAUZER",2003-04-09,"DEMOCRAT"
"MANNING","ARCHIE","30536","UNK","658-88-4480","MALE",NA,NA,2003-04-09,"UNDECLARED"
"MATHEWS","LEONARDO","30639","CALIFORNIA","462-94-8943","MALE",NA,NA,2003-04-09,"UNDECLARED"
"MCMILLAN","JON","30516","UNK","374-35-0869","MALE",NA,NA,2003-04-09,"UNDECLARED"
"RIVAS","MARIO","29996","NATURALIZED","590-98-2865","MALE",NA,NA,2003-04-09,"UNDECLARED"
"STANTON","EVAN","30631","UNK","842-47-3442","MALE",NA,NA,2003-04-09,"UNDECLARED"
"CONNER","SHERMAN","30560","CALIFORNIA","257-89-4345","MALE",NA,NA,2003-04-10,"UNDECLARED"
"HARRISON","MARVIN","31047","NATURALIZED","836-45-6081","MALE",NA,NA,2003-04-10,"UNDECLARED"
"JARVIS","ANDY","30242","CALIFORNIA","353-22-0473","MALE",NA,NA,2003-04-10,"UNDECLARED"
"PHILLIPS","DOUGLAS","30490","CALIFORNIA","588-83-5255","MALE",NA,NA,2003-04-10,"UNDECLARED"
"SMITH","NICHOLAS","30260","CALIFORNIA","819-77-5445","MALE",NA,NA,2003-04-10,"libertarian"
"TAN","CALEB","31303","TEXAS","755-36-7367","MALE",NA,NA,2003-04-10,"green"
"TOLRUD","MARY","29221","MEXICO","959-33-3292","FEMALE",485,"KOMONDOR",2003-04-10,"DEMOCRAT"
"ANTHONY","ETHAN","29952","CALIFORNIA","444-21-9748","MALE",NA,NA,2003-04-11,"UNDECLARED"
"BUCK","CALVIN","31074","UNK","460-95-6880","MALE",NA,NA,2003-04-11,"UNDECLARED"
"FITZPATRICK","MARION","30661","CALIFORNIA","545-26-7315","MALE",NA,NA,2003-04-11,"UNDECLARED"
"FRIEDMAN","NICOLAS","30425","CALIFORNIA","885-83-0356","MALE",NA,NA,2003-04-11,"UNDECLARED"
"MCCLURE","JACK","30206","NATURALIZED","434-13-1068","MALE",NA,NA,2003-04-11,"UNDECLARED"
"QAFOKU","HARVEY","30183","CALIFORNIA","570-07-4993","MALE",NA,NA,2003-04-11,"green"
"WYNN","JAMES","30222","ALDERWOOD","540-18-5691","MALE",2506,"PALM",2003-04-11,"DEMOCRAT"
"BUTLER","ALAN","30037","UNK","616-54-2822","MALE",NA,NA,2003-04-12,"UNDECLARED"
"GORDON","JANET","29723","ILLINOIS","325-19-3390","FEMALE",205,"AFGHAN",2003-04-12,"REPUBLICAN"
"STOVER","CHARLES","30288","CALIFORNIA","656-57-5766","MALE",NA,NA,2003-04-12,"green"
"WALTERS","ALFREDO","31259","CALIFORNIA","747-44-4917","MALE",NA,NA,2003-04-12,"UNDECLARED"
"AMAN","ALEXANDER","30687","NATURALIZED","327-15-4978","MALE",NA,NA,2003-04-13,"democrat"
"DOHNALEK","NATHAN","30981","NATURALIZED","467-57-7675","MALE",NA,NA,2003-04-13,"REPUBLICAN"
"ESTRADA","WOODROW","30913","UNK","845-08-8997","MALE",NA,NA,2003-04-13,"UNDECLARED"
"HARTMAN","GREGORIO","30395","CALIFORNIA","854-67-1608","MALE",NA,NA,2003-04-13,"UNDECLARED"
"HAYES","ANTONIO","31303","UNK","658-78-7171","MALE",NA,NA,2003-04-13,"UNDECLARED"
"HICKMAN","CURTIS","23724","ALDERWOOD","180-72-6191","MALE",2107,"SNOWBERRY",2003-04-13,"REPUBLICAN"
"KIDD","JOHNATHAN","31160","CALIFORNIA","204-41-8188","MALE",NA,NA,2003-04-13,"UNDECLARED"
"MCMAHON","CEDRIC","30197","CALIFORNIA","603-38-7185","MALE",NA,NA,2003-04-13,"UNDECLARED"
"POWELL","MARTIN","30371","CALIFORNIA","758-09-7347","MALE",NA,NA,2003-04-13,"UNDECLARED"
"SEARS","LONNIE","30904","UNK","158-97-5279","MALE",NA,NA,2003-04-13,"UNDECLARED"
"WADE","JAIME","30751","CALIFORNIA","846-39-5913","MALE",NA,NA,2003-04-13,"UNDECLARED"
"WALKER","MATTHEW","31033","NATURALIZED","093-62-4928","MALE",NA,NA,2003-04-13,"UNDECLARED"
"ARMSTRONG","GLEN","30076","CALIFORNIA","361-96-5409","MALE",NA,NA,2003-04-14,"UNDECLARED"
"CHRISTIAN","MURRAY","31196","CALIFORNIA","467-69-5580","MALE",NA,NA,2003-04-14,"UNDECLARED"
"HENSON","JEFFREY","30501","CALIFORNIA","473-93-2415","MALE",NA,NA,2003-04-14,"UNDECLARED"
"KIRKWOOD","JANICE","29225","ALDERWOOD","022-38-2980","FEMALE",325,"PRICKLYPEAR",2003-04-14,"REPUBLICAN"
"MORENO","JULIO","31325","UNK","279-82-9721","MALE",NA,NA,2003-04-14,"UNDECLARED"
"NORDWALL","JOSE","31051","NEW YORK","137-94-5267","MALE",NA,NA,2003-04-14,"REPUBLICAN"
"SILVA","HUGH","30795","NATURALIZED","192-82-0955","MALE",NA,NA,2003-04-14,"UNDECLARED"
"CUNNINGHAM","LEWIS","30855","NATURALIZED","062-28-3364","MALE",NA,NA,2003-04-15,"UNDECLARED"
"MALONEY","ARTHUR","30232","CALIFORNIA","908-51-1147","MALE",NA,NA,2003-04-15,"democrat"
"NICHOLSON","MIKE","23726","ALDERWOOD","627-31-6906","MALE",917,"BASSET",2003-04-15,"REPUBLICAN"
"FIELDS","MARC","30598","UNK","764-29-4785","MALE",NA,NA,2003-04-16,"UNDECLARED"
"FINCH","ALTON","30261","UNK","143-91-2268","MALE",NA,NA,2003-04-16,"UNDECLARED"
"HUMPHREY","ROD","30935","CALIFORNIA","365-90-7447","MALE",NA,NA,2003-04-16,"UNDECLARED"
"WALLACE","MEGHAN","29727","ALDERWOOD","479-64-6549","FEMALE",1519,"PAPILION",2003-04-16,"REPUBLICAN"
"ALVAREZ","GABRIEL","30978","CALIFORNIA","244-77-7377","MALE",NA,NA,2003-04-17,"UNDECLARED"
"ANDERSON","CHRISTOPHER","30838","NATURALIZED","315-81-4268","MALE",NA,NA,2003-04-17,"UNDECLARED"
"BARR","EARL","30684","CALIFORNIA","218-07-6783","MALE",NA,NA,2003-04-17,"UNDECLARED"
"HERMAN","FRANCIS","31045","CALIFORNIA","584-44-6448","MALE",NA,NA,2003-04-17,"UNDECLARED"
"KIM","GABRIEL","31107","NEW YORK","864-37-1832","MALE",NA,NA,2003-04-17,"democrat"
"MORALES","EDDIE","30457","UNK","274-03-5273","MALE",NA,NA,2003-04-17,"UNDECLARED"
"MOSES","BRIAN","31118","CALIFORNIA","987-93-7978","MALE",NA,NA,2003-04-17,"UNDECLARED"
"MYERS","DOUGLAS","31158","LOUISIANNA","063-81-1211","MALE",141,"DAFFODIL",2003-04-17,"REPUBLICAN"
"STRONG","JOE","31152","NATURALIZED","900-36-4233","MALE",NA,NA,2003-04-17,"UNDECLARED"
"CAIN","DOMINICK","30720","CALIFORNIA","651-32-5528","MALE",NA,NA,2003-04-18,"UNDECLARED"
"FLOYD","CLARK","31248","CALIFORNIA","182-13-3298","MALE",NA,NA,2003-04-18,"UNDECLARED"
"GOULET","SHANNON","30794","ALDERWOOD","130-84-3256","FEMALE",3073,"SWEET PEA",2003-04-18,"REPUBLICAN"
"GREGORY","ANDY","30496","NATURALIZED","767-50-2604","MALE",NA,NA,2003-04-18,"UNDECLARED"
"ROBLES","DAVID","30445","UNK","087-66-6771","MALE",NA,NA,2003-04-18,"UNDECLARED"
"BAILEY","SAMUEL","31123","UNK","454-23-7223","MALE",NA,NA,2003-04-19,"UNDECLARED"
"BRAY","BRAD","30552","CALIFORNIA","579-78-7458","MALE",NA,NA,2003-04-19,"UNDECLARED"
"BUCHANAN","MIKE","30078","CALIFORNIA","423-04-9120","MALE",NA,NA,2003-04-19,"green"
"BURGESS","KERRY","30700","NATURALIZED","378-59-6910","MALE",NA,NA,2003-04-19,"UNDECLARED"
"EVANS","ARTHUR","31165","UNK","039-75-2364","MALE",NA,NA,2003-04-19,"UNDECLARED"
"FOWLER","ALLAN","30397","CALIFORNIA","296-70-5506","MALE",NA,NA,2003-04-19,"UNDECLARED"
"HAYNES","AUSTIN","30549","CALIFORNIA","477-84-6417","MALE",NA,NA,2003-04-19,"UNDECLARED"
"HERRING","CRAIG","30403","CALIFORNIA","900-20-6340","MALE",NA,NA,2003-04-19,"UNDECLARED"
"JUSTICE","REX","30736","CALIFORNIA","460-82-0943","MALE",NA,NA,2003-04-19,"UNDECLARED"
"LINDSAY","DOMINIC","31139","NATURALIZED","110-11-7277","MALE",NA,NA,2003-04-19,"UNDECLARED"
"MEICENHEIMER","CURTIS","29730","ALDERWOOD","335-06-7220","MALE",294,"WASHINGTON",2003-04-19,"INDEPENDENT"
"MORAN","FRANKIE","31215","CALIFORNIA","978-41-6855","MALE",NA,NA,2003-04-19,"UNDECLARED"
"OCHOA","GORDON","31295","CALIFORNIA","782-69-8777","MALE",NA,NA,2003-04-19,"UNDECLARED"
"SUTTON","VIRGIL","30214","NATURALIZED","211-27-6762","MALE",NA,NA,2003-04-19,"UNDECLARED"
"BLANCHARD","LEAH","30731","ALDERWOOD","881-49-2316","FEMALE",2667,"MUNCHKIN",2003-04-20,"DEMOCRAT"
"DALE","DAMON","30649","CALIFORNIA","088-96-8562","MALE",NA,NA,2003-04-20,"UNDECLARED"
"ROSA","KEN","30232","NATURALIZED","185-37-7444","MALE",NA,NA,2003-04-20,"UNDECLARED"
"STRICKLAND","DOMINIC","30333","CALIFORNIA","891-91-6476","MALE",NA,NA,2003-04-20,"UNDECLARED"
"COFFEY","ALLAN","30794","CALIFORNIA","584-04-1851","MALE",NA,NA,2003-04-21,"UNDECLARED"
"DAVIS","DAVID","30292","CALIFORNIA","862-19-1269","MALE",NA,NA,2003-04-21,"UNDECLARED"
"EATON","NORBERT","30035","CALIFORNIA","073-10-6257","MALE",NA,NA,2003-04-21,"UNDECLARED"
"ELDER","GUADALUPE","30549","UNK","237-98-1397","MALE",NA,NA,2003-04-21,"UNDECLARED"
"LEVERENZ","ART","30797","ARIZONA","651-65-3868","MALE",140,"PIXIE",2003-04-21,"DEMOCRAT"
"ONEAL","STERLING","31128","CALIFORNIA","756-09-2507","MALE",NA,NA,2003-04-21,"UNDECLARED"
"TREVINO","GEORGE","30044","NATURALIZED","040-94-3518","MALE",NA,NA,2003-04-21,"UNDECLARED"
"WILCOX","EMIL","30142","CALIFORNIA","633-30-7069","MALE",NA,NA,2003-04-21,"UNDECLARED"
"REYNOLDS","CURTIS","30300","UNK","102-08-7191","MALE",NA,NA,2003-04-22,"UNDECLARED"
"STEPHENS","WENDY","30233","ALDERWOOD","380-89-7688","FEMALE",3402,"CHOLLA",2003-04-22,"DEMOCRAT"
"CLARK","JUSTIN","23734","ALDERWOOD","183-23-5658","MALE",1799,"TWENTIETH",2003-04-23,"DEMOCRAT"
"KIRK","HARLEY","30810","NATURALIZED","668-79-4792","MALE",NA,NA,2003-04-23,"UNDECLARED"
"MAYO","LANCE","30579","CALIFORNIA","621-02-7927","MALE",NA,NA,2003-04-23,"UNDECLARED"
"REYNA","ELBERT","30527","CALIFORNIA","720-49-3362","MALE",NA,NA,2003-04-23,"UNDECLARED"
"RICH","CHRISTOPHER","30396","CALIFORNIA","057-49-0917","MALE",NA,NA,2003-04-23,"UNDECLARED"
"SLATER","KENNY","31240","NATURALIZED","214-70-9563","MALE",NA,NA,2003-04-23,"UNDECLARED"
"VALENTINE","OSCAR","30459","NATURALIZED","182-52-4341","MALE",NA,NA,2003-04-23,"UNDECLARED"
"BARRON","ALLEN","30429","UNK","255-03-3100","MALE",NA,NA,2003-04-24,"UNDECLARED"
"COLON","ELLIS","30190","NATURALIZED","656-91-6107","MALE",NA,NA,2003-04-24,"UNDECLARED"
"COWAN","CARROLL","30060","NATURALIZED","706-78-5498","MALE",NA,NA,2003-04-24,"UNDECLARED"
"GARRISON","DAMIEN","30838","CALIFORNIA","655-21-2584","MALE",NA,NA,2003-04-24,"UNDECLARED"
"JEFFERSON","PHIL","30528","CALIFORNIA","511-97-4844","MALE",NA,NA,2003-04-24,"UNDECLARED"
"LEVY","IVAN","30642","CALIFORNIA","379-57-1923","MALE",NA,NA,2003-04-24,"UNDECLARED"
"MACDONALD","RON","30697","CALIFORNIA","594-57-6985","MALE",NA,NA,2003-04-24,"UNDECLARED"
"MCDOWELL","GARY","30265","UNK","232-61-5182","MALE",NA,NA,2003-04-24,"UNDECLARED"
"OWSLEY","TERRY","31165","ALDERWOOD","351-66-9194","FEMALE",1539,"BOMBAY",2003-04-24,"DEMOCRAT"
"WOMACK","CORNELIUS","30616","NATURALIZED","355-48-3699","MALE",NA,NA,2003-04-24,"UNDECLARED"
"CARSON","MOSES","31130","NATURALIZED","901-89-9535","MALE",NA,NA,2003-04-25,"UNDECLARED"
"CHILDRESS","PERCY","30680","CALIFORNIA","977-31-6128","MALE",NA,NA,2003-04-25,"UNDECLARED"
"FRANKLIN","GILBERT","30789","CALIFORNIA","321-38-5028","MALE",NA,NA,2003-04-25,"UNDECLARED"
"FRAZIER","TYRONE","29957","CALIFORNIA","684-35-6434","MALE",NA,NA,2003-04-25,"UNDECLARED"
"LINDBERG","FRANKLIN","31324","TEXAS","723-78-8523","MALE",NA,NA,2003-04-25,"democrat"
"VAN ARSDALE","SEAN","30236","ARIZONA","738-64-1928","MALE",590,"LILY",2003-04-25,"REPUBLICAN"
"DELANEY","MATT","30461","CALIFORNIA","181-23-3560","MALE",NA,NA,2003-04-26,"UNDECLARED"
"GALLEGOS","LARRY","30466","CALIFORNIA","900-11-4230","MALE",NA,NA,2003-04-26,"UNDECLARED"
"ORRELL","PAM","29737","UTAH","494-38-6738","FEMALE",185,"CORALBERRY",2003-04-26,"DEMOCRAT"
"RIOS","GREGG","30244","NATURALIZED","342-26-7617","MALE",NA,NA,2003-04-26,"UNDECLARED"
"SHEPARD","DERRICK","30525","CALIFORNIA","909-78-5200","MALE",NA,NA,2003-04-26,"UNDECLARED"
"DIAZ","JIMMY","30704","CALIFORNIA","804-42-4236","MALE",NA,NA,2003-04-27,"UNDECLARED"
"GLAZE","JACK","30738","OREGON","203-38-3303","MALE",2563,"SAFFLOWER",2003-04-27,"DEMOCRAT"
"GOODMAN","MYRON","30214","UNK","523-10-0985","MALE",NA,NA,2003-04-27,"UNDECLARED"
"MCCONNELL","JACOB","30434","UNK","621-24-3668","MALE",NA,NA,2003-04-27,"UNDECLARED"
"ODONNELL","BYRON","30901","CALIFORNIA","134-76-7063","MALE",NA,NA,2003-04-27,"UNDECLARED"
"PARKER","AARON","30568","NATURALIZED","778-05-7006","MALE",NA,NA,2003-04-27,"green"
"PARKS","JACKIE","30777","UNK","490-74-9197","MALE",NA,NA,2003-04-27,"UNDECLARED"
"REED","JONATHAN","31339","CALIFORNIA","033-57-2288","MALE",NA,NA,2003-04-27,"UNDECLARED"
"REEVES","GRANT","30542","UNK","510-17-6517","MALE",NA,NA,2003-04-27,"UNDECLARED"
"ROSE","JON","30858","CALIFORNIA","232-58-9647","MALE",NA,NA,2003-04-27,"UNDECLARED"
"SANTIAGO","NICK","30166","NATURALIZED","664-12-1501","MALE",NA,NA,2003-04-27,"UNDECLARED"
"WANG","PHILIPPE","30911","NATURALIZED","140-15-2183","MALE",NA,NA,2003-04-27,"REPUBLICAN"
"HEIMBIGNER","SHARON","29739","ALDERWOOD","006-62-9343","FEMALE",3199,"NINTH",2003-04-28,"DEMOCRAT"
"MAHONEY","TERRELL","30326","CALIFORNIA","012-95-2034","MALE",NA,NA,2003-04-28,"UNDECLARED"
"VILLA","MERLE","31242","CALIFORNIA","574-45-2482","MALE",NA,NA,2003-04-28,"UNDECLARED"
"DOWNS","FELIPE","30613","CALIFORNIA","060-52-8532","MALE",NA,NA,2003-04-29,"UNDECLARED"
"GROSS","LEVI","30802","CALIFORNIA","455-67-1002","MALE",NA,NA,2003-04-29,"UNDECLARED"
"HANSON","LONNIE","30935","CALIFORNIA","631-77-6439","MALE",NA,NA,2003-04-29,"UNDECLARED"
"HEATH","CLEVELAND","30656","NATURALIZED","011-97-5324","MALE",NA,NA,2003-04-29,"UNDECLARED"
"MCINTOSH","DON","31263","UNK","510-14-0356","MALE",NA,NA,2003-04-29,"UNDECLARED"
"SCHWARTZ","JODY","30814","NATURALIZED","332-58-7429","MALE",NA,NA,2003-04-29,"UNDECLARED"
"SHELTON","CLIFTON","30578","NATURALIZED","344-30-3618","MALE",NA,NA,2003-04-29,"UNDECLARED"
"STOUT","MITCHELL","30349","NATURALIZED","292-41-6490","MALE",NA,NA,2003-04-29,"UNDECLARED"
"WOODRING","WES","29740","ALDERWOOD","608-17-2060","MALE",3346,"PRICKLYPEAR",2003-04-29,"DEMOCRAT"
"BERGER","DARYL","30986","CALIFORNIA","800-95-1031","MALE",NA,NA,2003-04-30,"UNDECLARED"
"CHRISTENSEN","AL","30464","NATURALIZED","839-78-6738","MALE",NA,NA,2003-04-30,"UNDECLARED"
"COPELAND","STEWART","30893","NATURALIZED","062-67-2037","MALE",NA,NA,2003-04-30,"UNDECLARED"
"HALE","EDUARDO","31325","CALIFORNIA","071-19-3486","MALE",NA,NA,2003-04-30,"UNDECLARED"
"LARSON","MATHEW","31197","CALIFORNIA","770-57-7897","MALE",NA,NA,2003-04-30,"UNDECLARED"
"LEON","HARRY","30110","CALIFORNIA","272-53-9692","MALE",NA,NA,2003-04-30,"UNDECLARED"
"MAYNARD","TERRY","30545","CALIFORNIA","866-10-2939","MALE",NA,NA,2003-04-30,"UNDECLARED"
"MITCHELL","KATHY","30741","ARIZONA","952-87-7180","FEMALE",263,"MASTIFF",2003-04-30,"REPUBLICAN"
"SNOW","ADOLFO","30596","NATURALIZED","708-84-0969","MALE",NA,NA,2003-04-30,"UNDECLARED"
"WHITLEY","ROOSEVELT","30658","CALIFORNIA","906-04-7997","MALE",NA,NA,2003-04-30,"UNDECLARED"
"WOODARD","BUDDY","31097","CALIFORNIA","891-92-0973","MALE",NA,NA,2003-04-30,"UNDECLARED"
"ZHAO","MIKE","31212","NORTH CAROLINA","243-61-2289","MALE",NA,NA,2003-04-30,"democrat"
"COBB","JERMAINE","30294","UNK","326-01-7671","MALE",NA,NA,2003-05-01,"UNDECLARED"
"DENNIS","MALCOLM","30689","CALIFORNIA","670-26-2328","MALE",NA,NA,2003-05-01,"UNDECLARED"
"DOMINGUEZ","ROYCE","29991","CALIFORNIA","521-80-7619","MALE",NA,NA,2003-05-01,"UNDECLARED"
"EDWARDS","RYAN","30279","UNK","103-41-7598","MALE",NA,NA,2003-05-01,"UNDECLARED"
"FELIX","DREW","31043","CALIFORNIA","144-42-8476","MALE",NA,NA,2003-05-01,"UNDECLARED"
"KELLER","BRIAN","29742","ALDERWOOD","881-53-1876","MALE",1778,"BASENJI",2003-05-01,"REPUBLICAN"
"KELLER","HOMER","31125","CALIFORNIA","672-54-3517","MALE",NA,NA,2003-05-01,"UNDECLARED"
"LARA","RANDY","30318","CALIFORNIA","014-46-4814","MALE",NA,NA,2003-05-01,"UNDECLARED"
"MACKEY","GRADY","31154","UNK","172-82-2507","MALE",NA,NA,2003-05-01,"UNDECLARED"
"DEDMOND","PAULA","30743","ALDERWOOD","647-63-2626","FEMALE",2856,"HOLLY",2003-05-02,"REPUBLICAN"
"HUNT","THEODORE","30533","UNK","511-90-9703","MALE",NA,NA,2003-05-02,"UNDECLARED"
"KRAMER","ELTON","30357","CALIFORNIA","458-88-0316","MALE",NA,NA,2003-05-02,"UNDECLARED"
"RIVERA","WILLIE","30256","NATURALIZED","059-41-0687","MALE",NA,NA,2003-05-02,"UNDECLARED"
"SCHENTER","SAM","31002","NEW YORK","657-98-2051","MALE",NA,NA,2003-05-02,"democrat"
"SIMPSON","KYLE","30618","UNK","581-19-5929","MALE",NA,NA,2003-05-02,"UNDECLARED"
"VAZQUEZ","LAMONT","30173","CALIFORNIA","702-40-1501","MALE",NA,NA,2003-05-02,"UNDECLARED"
"BYERS","ANDRES","30505","CALIFORNIA","127-86-0283","MALE",NA,NA,2003-05-03,"UNDECLARED"
"COX","NICHOLAS","30428","CALIFORNIA","056-02-2842","MALE",NA,NA,2003-05-03,"UNDECLARED"
"HARDMAN","WALTER","29987","CALIFORNIA","158-69-2949","MALE",NA,NA,2003-05-03,"democrat"
"MCGUINNESS","DENNIS","29244","WASHINGTON","551-71-8976","MALE",72,"TWELVTH",2003-05-03,"REPUBLICAN"
"MEADOWS","JEROME","30384","CALIFORNIA","515-84-5240","MALE",NA,NA,2003-05-03,"UNDECLARED"
"MIDDLETON","VINCENT","30921","UNK","663-16-7883","MALE",NA,NA,2003-05-03,"UNDECLARED"
"UNDERWOOD","COURTNEY","30369","UNK","584-58-0816","MALE",NA,NA,2003-05-03,"UNDECLARED"
"BARRERA","ENRIQUE","30822","CALIFORNIA","297-11-9266","MALE",NA,NA,2003-05-04,"UNDECLARED"
"CALDWELL","IVAN","30515","CALIFORNIA","524-68-1288","MALE",NA,NA,2003-05-04,"UNDECLARED"
"COOPER","RALPH","29953","NATURALIZED","259-14-1925","MALE",NA,NA,2003-05-04,"UNDECLARED"
"HIRATA","ERNESTO","31338","TEXAS","200-33-9170","MALE",NA,NA,2003-05-04,"green"
"LONGAKER","GAIL","29745","OREGON","366-98-8418","FEMALE",3259,"RAGDOLL",2003-05-04,"REPUBLICAN"
"MACK","ANDRES","31234","CALIFORNIA","175-46-1921","MALE",NA,NA,2003-05-04,"UNDECLARED"
"SMALL","BENITO","30064","CALIFORNIA","599-69-4322","MALE",NA,NA,2003-05-04,"UNDECLARED"
"TERRELL","GLEN","30448","CALIFORNIA","046-71-0416","MALE",NA,NA,2003-05-04,"UNDECLARED"
"ELLIOTT","HENRY","29746","UTAH","069-58-1518","MALE",82,"CHOWCHOW",2003-05-05,"REPUBLICAN"
"ERICKSON","CEDRIC","31074","CALIFORNIA","681-22-8152","MALE",NA,NA,2003-05-05,"UNDECLARED"
"HAMILTON","TONY","31283","NATURALIZED","845-14-1723","MALE",NA,NA,2003-05-05,"UNDECLARED"
"ORR","KEVIN","30785","NATURALIZED","452-59-6212","MALE",NA,NA,2003-05-05,"libertarian"
"AARDAHL","SUZANNE","30747","ALABAMA","301-09-8233","FEMALE",1339,"CHARTREUX",2003-05-06,"REPUBLICAN"
"DAUGHERTY","WILLARD","30637","CALIFORNIA","787-46-2484","MALE",NA,NA,2003-05-06,"UNDECLARED"
"HOLDEN","OLIVER","29983","UNK","236-87-8961","MALE",NA,NA,2003-05-06,"UNDECLARED"
"LEWIS","KEVIN","30710","CALIFORNIA","812-77-2866","MALE",NA,NA,2003-05-06,"UNDECLARED"
"MEYER","FRANKLIN","30576","CALIFORNIA","462-45-1561","MALE",NA,NA,2003-05-06,"UNDECLARED"
"POTTS","CORY","30310","UNK","142-02-0013","MALE",NA,NA,2003-05-06,"UNDECLARED"
"PRYOR","BOYD","30536","UNK","683-17-3653","MALE",NA,NA,2003-05-06,"UNDECLARED"
"WATTS","TERRANCE","30228","NATURALIZED","571-33-3304","MALE",NA,NA,2003-05-06,"UNDECLARED"
"FORBES","NOEL","30425","NATURALIZED","110-56-8102","MALE",NA,NA,2003-05-07,"UNDECLARED"
"JOHNSON","JOHN","31299","NATURALIZED","049-76-4166","MALE",NA,NA,2003-05-07,"UNDECLARED"
"POOLE","ELIAS","31217","NATURALIZED","142-12-4929","MALE",NA,NA,2003-05-07,"UNDECLARED"
"TWITCHELL","SVEN","29748","ALDERWOOD","044-14-7501","MALE",445,"GREYHOUND",2003-05-07,"INDEPENDENT"
"ASHLEY","ALFRED","31319","UNK","306-90-5270","MALE",NA,NA,2003-05-08,"UNDECLARED"
"BUCKNER","LOWELL","31345","CALIFORNIA","341-74-3152","MALE",NA,NA,2003-05-08,"UNDECLARED"
"BURT","MARCO","31039","UNK","249-20-9116","MALE",NA,NA,2003-05-08,"UNDECLARED"
"CANFIELD","ELENA","23749","MONTANA","547-96-0764","FEMALE",79,"FOURTEENTH",2003-05-08,"DEMOCRAT"
"HOOVER","BRADY","30544","UNK","826-10-9084","MALE",NA,NA,2003-05-08,"UNDECLARED"
"CARR","ANGEL","30792","CALIFORNIA","607-19-5076","MALE",NA,NA,2003-05-09,"UNDECLARED"
"LOCKARD","BRAD","31219","NORTH CAROLINA","218-12-1293","MALE",NA,NA,2003-05-09,"democrat"
"RUSSELL","JAVIER","30250","UTAH","185-25-0990","MALE",525,"TENTH",2003-05-09,"DEMOCRAT"
"WEEKS","RODNEY","31146","CALIFORNIA","491-04-8483","MALE",NA,NA,2003-05-09,"UNDECLARED"
"CARR","MIA","30751","OREGON","080-28-7638","FEMALE",780,"PRICKLYPEAR",2003-05-10,"DEMOCRAT"
"FLORES","JESSE","30872","UNK","410-04-1025","MALE",NA,NA,2003-05-10,"UNDECLARED"
"MCCARTHY","BRYANT","30292","CALIFORNIA","952-13-6769","MALE",NA,NA,2003-05-10,"UNDECLARED"
"MORIN","HECTOR","31022","CALIFORNIA","304-91-5045","MALE",NA,NA,2003-05-10,"UNDECLARED"
"NEWELL","DALLAS","30348","NATURALIZED","017-72-2827","MALE",NA,NA,2003-05-10,"UNDECLARED"
"RODGERS","PETE","29989","CALIFORNIA","102-88-9369","MALE",NA,NA,2003-05-10,"UNDECLARED"
"BROWN","ALBERTO","30190","CALIFORNIA","975-05-1735","MALE",NA,NA,2003-05-11,"libertarian"
"COX","CURTIS","30252","ALDERWOOD","673-15-3231","MALE",2072,"EIGHTH",2003-05-11,"DEMOCRAT"
"DIAZ","AUSTIN","30645","NATURALIZED","842-39-9223","MALE",NA,NA,2003-05-11,"libertarian"
"DONALDSON","ROBERTO","30327","CALIFORNIA","592-37-3155","MALE",NA,NA,2003-05-11,"UNDECLARED"
"MARSH","PAT","30919","CALIFORNIA","381-81-3938","MALE",NA,NA,2003-05-11,"UNDECLARED"
"OPRESKO","HUNTER","30988","NATURALIZED","670-31-9003","MALE",NA,NA,2003-05-11,"green"
"ORR","RAYMOND","30339","NATURALIZED","356-16-9978","MALE",NA,NA,2003-05-11,"UNDECLARED"
"ATKINSON","ANDREW","30327","CALIFORNIA","341-06-6314","MALE",NA,NA,2003-05-12,"UNDECLARED"
"CHANG","PHILLIP","31044","CALIFORNIA","391-87-5848","MALE",NA,NA,2003-05-12,"UNDECLARED"
"GOOD","IRA","31200","NATURALIZED","013-66-3561","MALE",NA,NA,2003-05-12,"UNDECLARED"
"RIVERS","DANNY","29998","NATURALIZED","139-78-2429","MALE",NA,NA,2003-05-12,"UNDECLARED"
"SEVALL","CINDY","30753","CALIFORNIA","655-59-1025","FEMALE",59,"THIRD",2003-05-12,"DEMOCRAT"
"CLEMONS","NICK","30408","NATURALIZED","645-55-3636","MALE",NA,NA,2003-05-13,"UNDECLARED"
"HANCOCK","DYLAN","31214","CALIFORNIA","578-95-8721","MALE",NA,NA,2003-05-13,"UNDECLARED"
"LANGLEY","WILSON","31341","CALIFORNIA","484-26-9272","MALE",NA,NA,2003-05-13,"UNDECLARED"
"MEYERS","VANCE","30425","CALIFORNIA","614-42-5352","MALE",NA,NA,2003-05-13,"UNDECLARED"
"PERRY","VICTOR","30308","CALIFORNIA","467-03-3446","MALE",NA,NA,2003-05-13,"UNDECLARED"
"RUTLEDGE","LUKE","30778","CALIFORNIA","415-16-7972","MALE",NA,NA,2003-05-13,"UNDECLARED"
"STONE","RONNIE","30267","UNK","760-03-9643","MALE",NA,NA,2003-05-13,"UNDECLARED"
